order_id,order_date,bike_model,quantity
703,2024-08-13,Metro Commuter,3
704,2024-08-13,Trailhawk 700,2
705,2024-08-13,Trailhawk 700,4
706,2024-08-13,Trailhawk 700,19
707,2024-08-13,Metro Commuter,2
708,2024-08-14,Kids Explorer 20,2
709,2024-08-14,Metro Commuter,1
710,2024-08-14,Kids Explorer 20,5
711,2024-08-15,Metro Commuter,1
712,2024-08-15,Trailhawk 700,30
713,2024-08-16,Trailhawk 700,2
714,2024-08-16,Trailhawk 700,1
715,2024-08-16,Metro Commuter,1
716,2024-08-16,Summit Climber,2
717,2024-08-16,Trailhawk 700,5
718,2024-08-17,Trailhawk 700,3
719,2024-08-17,Trailhawk 700,3
720,2024-08-17,Trailhawk 700,1
721,2024-08-17,Metro Commuter,1
722,2024-08-18,Trailhawk 700,1
723,2024-08-18,Summit Climber,2
724,2024-08-18,Trailhawk 700,1
725,2024-08-19,Trailhawk 700,1
726,2024-08-19,Gravel Voyager,1
727,2024-08-19,Summit Climber,2
728,2024-08-19,Coastal Cruiser,1
729,2024-08-20,Gravel Voyager,5
730,2024-08-20,Metro Commuter,1
731,2024-08-22,Trailhawk 700,1
732,2024-08-23,Trailhawk 700,3
733,2024-08-23,Gravel Voyager,1
734,2024-08-23,Trailhawk 700,3
735,2024-08-23,Summit Climber,5
736,2024-08-23,Trailhawk 700,1
737,2024-08-24,Trailhawk 700,2
738,2024-08-24,Trailhawk 700,1
739,2024-08-24,Metro Commuter,1
740,2024-08-24,Trailhawk 700,5
741,2024-08-24,Summit Climber,1
742,2024-08-24,Trailhawk 700,1
743,2024-08-24,Coastal Cruiser,2
744,2024-08-24,Trailhawk 700,4
745,2024-08-25,Summit Climber,1
746,2024-08-25,Trailhawk 700,1
747,2024-08-25,Gravel Voyager,1
748,2024-08-25,Coastal Cruiser,32
749,2024-08-26,Coastal Cruiser,2
750,2024-08-26,Trailhawk 700,3
751,2024-08-27,Summit Climber,4
752,2024-08-27,Kids Explorer 20,1
753,2024-08-28,Trailhawk 700,3
754,2024-08-28,Metro Commuter,2
755,2024-08-28,Coastal Cruiser,4
756,2024-08-28,Summit Climber,1
757,2024-08-28,Trailhawk 700,1
758,2024-08-29,Coastal Cruiser,1
759,2024-08-29,Kids Explorer 20,3
760,2024-08-29,Metro Commuter,2
761,2024-08-30,Summit Climber,1
762,2024-08-30,Coastal Cruiser,1
763,2024-08-30,Summit Climber,2
764,2024-08-31,Trailhawk 700,5
765,2024-09-01,Metro Commuter,3
766,2024-09-01,Gravel Voyager,1
767,2024-09-01,Gravel Voyager,3
768,2024-09-02,Trailhawk 700,1
769,2024-09-02,Trailhawk 700,1
770,2024-09-03,Coastal Cruiser,1
771,2024-09-03,Trailhawk 700,1
772,2024-09-03,Coastal Cruiser,3
773,2024-09-03,Coastal Cruiser,4
774,2024-09-04,Trailhawk 700,1
775,2024-09-04,Trailhawk 700,4
776,2024-09-04,Metro Commuter,2
777,2024-09-04,Kids Explorer 20,3
778,2024-09-05,Metro Commuter,2
779,2024-09-05,Summit Climber,29
780,2024-09-05,Metro Commuter,24
781,2024-09-06,Coastal Cruiser,3
782,2024-09-06,Trailhawk 700,18
783,2024-09-06,Gravel Voyager,2
784,2024-09-07,Gravel Voyager,2
785,2024-09-08,Coastal Cruiser,37
786,2024-09-08,Kids Explorer 20,5
787,2024-09-08,Trailhawk 700,1
788,2024-09-08,Coastal Cruiser,44
789,2024-09-09,Gravel Voyager,1
790,2024-09-09,Metro Commuter,3
791,2024-09-09,Trailhawk 700,1
792,2024-09-09,Summit Climber,2
793,2024-09-09,Kids Explorer 20,2
794,2024-09-09,Trailhawk 700,5
795,2024-09-10,Gravel Voyager,4
796,2024-09-10,Trailhawk 700,1
797,2024-09-10,Summit Climber,2
798,2024-09-10,Metro Commuter,4
799,2024-09-12,Trailhawk 700,5
800,2024-09-12,Summit Climber,43
801,2024-09-12,Trailhawk 700,4
802,2024-09-13,Gravel Voyager,2
803,2024-09-13,Summit Climber,1
804,2024-09-14,Kids Explorer 20,42
805,2024-09-15,Trailhawk 700,1
806,2024-09-15,Gravel Voyager,1
807,2024-09-15,Trailhawk 700,11
808,2024-09-15,Gravel Voyager,2
809,2024-09-16,Trailhawk 700,1
810,2024-09-16,Metro Commuter,3
811,2024-09-16,Coastal Cruiser,41
812,2024-09-16,Gravel Voyager,1
813,2024-09-16,Coastal Cruiser,2
814,2024-09-17,Coastal Cruiser,1
815,2024-09-17,Coastal Cruiser,1
816,2024-09-18,Kids Explorer 20,1
817,2024-09-18,Coastal Cruiser,2
818,2024-09-19,Metro Commuter,2
819,2024-09-20,Metro Commuter,5
820,2024-09-20,Gravel Voyager,1
821,2024-09-21,Gravel Voyager,3
822,2024-09-22,Gravel Voyager,4
823,2024-09-22,Coastal Cruiser,1
824,2024-09-23,Metro Commuter,2
825,2024-09-23,Metro Commuter,3
826,2024-09-23,Metro Commuter,2
827,2024-09-24,Kids Explorer 20,1
828,2024-09-24,Coastal Cruiser,4
829,2024-09-24,Coastal Cruiser,3
830,2024-09-24,Coastal Cruiser,2
831,2024-09-25,Trailhawk 700,27
832,2024-09-25,Gravel Voyager,1
833,2024-09-25,Gravel Voyager,3
834,2024-09-25,Summit Climber,4
835,2024-09-25,Kids Explorer 20,1
836,2024-09-25,Gravel Voyager,2
837,2024-09-26,Gravel Voyager,2
838,2024-09-26,Metro Commuter,2
839,2024-09-26,Trailhawk 700,30
840,2024-09-26,Gravel Voyager,1
841,2024-09-26,Gravel Voyager,2
842,2024-09-26,Metro Commuter,1
843,2024-09-27,Trailhawk 700,1
844,2024-09-27,Kids Explorer 20,1
845,2024-09-27,Gravel Voyager,1
846,2024-09-27,Metro Commuter,46
847,2024-09-27,Summit Climber,1
848,2024-09-28,Summit Climber,1
849,2024-09-29,Kids Explorer 20,3
850,2024-09-29,Kids Explorer 20,5
851,2024-09-29,Metro Commuter,1
852,2024-09-29,Metro Commuter,2
853,2024-09-29,Kids Explorer 20,1
854,2024-09-29,Gravel Voyager,5
855,2024-09-29,Coastal Cruiser,4
856,2024-09-30,Summit Climber,1
857,2024-09-30,Metro Commuter,48
858,2024-09-30,Coastal Cruiser,3
859,2024-10-01,Metro Commuter,1
860,2024-10-01,Trailhawk 700,1
861,2024-10-02,Trailhawk 700,1
862,2024-10-02,Coastal Cruiser,1
863,2024-10-03,Trailhawk 700,3
864,2024-10-03,Kids Explorer 20,1
865,2024-10-04,Trailhawk 700,1
866,2024-10-04,Metro Commuter,2
867,2024-10-04,Gravel Voyager,5
868,2024-10-05,Coastal Cruiser,1
869,2024-10-05,Gravel Voyager,30
870,2024-10-05,Coastal Cruiser,1
871,2024-10-06,Metro Commuter,2
872,2024-10-06,Trailhawk 700,3
873,2024-10-06,Trailhawk 700,5
874,2024-10-07,Metro Commuter,1
875,2024-10-07,Metro Commuter,1
876,2024-10-07,Trailhawk 700,4
877,2024-10-07,Trailhawk 700,2
878,2024-10-07,Summit Climber,2
879,2024-10-08,Metro Commuter,1
880,2024-10-08,Gravel Voyager,1
881,2024-10-09,Gravel Voyager,2
882,2024-10-09,Coastal Cruiser,4
883,2024-10-09,Metro Commuter,2
884,2024-10-09,Metro Commuter,3
885,2024-10-10,Gravel Voyager,2
886,2024-10-10,Metro Commuter,4
887,2024-10-10,Trailhawk 700,3
888,2024-10-11,Kids Explorer 20,4
889,2024-10-12,Gravel Voyager,1
890,2024-10-13,Gravel Voyager,10
891,2024-10-13,Kids Explorer 20,2
892,2024-10-13,Gravel Voyager,4
893,2024-10-13,Trailhawk 700,1
894,2024-10-14,Summit Climber,2
895,2024-10-14,Summit Climber,30
896,2024-10-15,Kids Explorer 20,4
897,2024-10-15,Kids Explorer 20,2
898,2024-10-15,Coastal Cruiser,1
899,2024-10-15,Trailhawk 700,1
900,2024-10-15,Coastal Cruiser,3
901,2024-10-15,Trailhawk 700,1
902,2024-10-16,Trailhawk 700,4
903,2024-10-16,Trailhawk 700,1
904,2024-10-17,Summit Climber,31
905,2024-10-17,Trailhawk 700,3
906,2024-10-17,Summit Climber,2
907,2024-10-18,Gravel Voyager,5
908,2024-10-19,Trailhawk 700,24
909,2024-10-19,Metro Commuter,2
910,2024-10-19,Coastal Cruiser,2
911,2024-10-19,Kids Explorer 20,1
912,2024-10-20,Gravel Voyager,18
913,2024-10-20,Summit Climber,5
914,2024-10-20,Gravel Voyager,1
915,2024-10-20,Metro Commuter,1
916,2024-10-20,Trailhawk 700,1
917,2024-10-21,Coastal Cruiser,4
918,2024-10-21,Trailhawk 700,1
919,2024-10-21,Coastal Cruiser,1
920,2024-10-22,Gravel Voyager,2
921,2024-10-22,Coastal Cruiser,4
922,2024-10-22,Summit Climber,3
923,2024-10-22,Kids Explorer 20,2
924,2024-10-22,Trailhawk 700,4
925,2024-10-22,Gravel Voyager,1
926,2024-10-24,Metro Commuter,1
927,2024-10-24,Summit Climber,1
928,2024-10-24,Metro Commuter,3
929,2024-10-25,Coastal Cruiser,2
930,2024-10-25,Coastal Cruiser,2
931,2024-10-26,Kids Explorer 20,1
932,2024-10-26,Trailhawk 700,1
933,2024-10-26,Gravel Voyager,2
934,2024-10-27,Metro Commuter,2
935,2024-10-27,Gravel Voyager,1
936,2024-10-27,Coastal Cruiser,2
937,2024-10-28,Trailhawk 700,1
938,2024-10-28,Kids Explorer 20,4
939,2024-10-28,Trailhawk 700,1
940,2024-10-28,Metro Commuter,1
941,2024-10-28,Trailhawk 700,2
942,2024-10-29,Kids Explorer 20,1
943,2024-10-30,Metro Commuter,2
944,2024-10-30,Metro Commuter,2
945,2024-10-31,Coastal Cruiser,1
946,2024-10-31,Metro Commuter,1
947,2024-11-01,Trailhawk 700,4
948,2024-11-01,Metro Commuter,2
949,2024-11-01,Gravel Voyager,2
950,2024-11-01,Summit Climber,1
951,2024-11-03,Trailhawk 700,4
952,2024-11-04,Kids Explorer 20,1
953,2024-11-05,Kids Explorer 20,2
954,2024-11-05,Coastal Cruiser,1
955,2024-11-06,Trailhawk 700,3
956,2024-11-06,Summit Climber,3
957,2024-11-06,Trailhawk 700,15
958,2024-11-06,Summit Climber,3
959,2024-11-07,Gravel Voyager,4
960,2024-11-07,Metro Commuter,2
961,2024-11-08,Trailhawk 700,40
962,2024-11-08,Coastal Cruiser,2
963,2024-11-08,Kids Explorer 20,1
964,2024-11-08,Trailhawk 700,1
965,2024-11-08,Coastal Cruiser,1
966,2024-11-08,Metro Commuter,3
967,2024-11-08,Gravel Voyager,3
968,2024-11-08,Trailhawk 700,1
969,2024-11-09,Metro Commuter,2
970,2024-11-09,Metro Commuter,1
971,2024-11-10,Gravel Voyager,1
972,2024-11-10,Kids Explorer 20,1
973,2024-11-10,Summit Climber,2
974,2024-11-12,Trailhawk 700,45
975,2024-11-12,Trailhawk 700,2
976,2024-11-13,Metro Commuter,2
977,2024-11-13,Kids Explorer 20,2
978,2024-11-13,Gravel Voyager,1
979,2024-11-13,Gravel Voyager,2
980,2024-11-13,Trailhawk 700,1
981,2024-11-13,Coastal Cruiser,1
982,2024-11-13,Trailhawk 700,1
983,2024-11-15,Trailhawk 700,4
984,2024-11-15,Coastal Cruiser,1
985,2024-11-15,Trailhawk 700,1
986,2024-11-15,Coastal Cruiser,3
987,2024-11-15,Gravel Voyager,1
988,2024-11-16,Trailhawk 700,1
989,2024-11-16,Metro Commuter,2
990,2024-11-16,Kids Explorer 20,4
991,2024-11-17,Metro Commuter,1
992,2024-11-17,Summit Climber,1
993,2024-11-18,Trailhawk 700,1
994,2024-11-18,Trailhawk 700,4
995,2024-11-18,Metro Commuter,2
996,2024-11-18,Summit Climber,2
997,2024-11-18,Coastal Cruiser,3
998,2024-11-19,Gravel Voyager,41
999,2024-11-19,Metro Commuter,4
1000,2024-11-19,Metro Commuter,2
1001,2024-11-19,Gravel Voyager,37
1002,2024-11-20,Gravel Voyager,22
1003,2024-11-20,Gravel Voyager,3
1004,2024-11-20,Coastal Cruiser,4
1005,2024-11-21,Trailhawk 700,4
1006,2024-11-21,Coastal Cruiser,50
1007,2024-11-21,Metro Commuter,3
1008,2024-11-22,Trailhawk 700,3
1009,2024-11-22,Kids Explorer 20,1
1010,2024-11-22,Metro Commuter,1
1011,2024-11-22,Metro Commuter,5
1012,2024-11-22,Coastal Cruiser,3
1013,2024-11-23,Trailhawk 700,1
1014,2024-11-23,Coastal Cruiser,1
1015,2024-11-23,Kids Explorer 20,3
1016,2024-11-23,Trailhawk 700,3
1017,2024-11-24,Gravel Voyager,2
1018,2024-11-24,Trailhawk 700,3
1019,2024-11-24,Trailhawk 700,1
1020,2024-11-25,Gravel Voyager,4
1021,2024-11-26,Gravel Voyager,2
1022,2024-11-27,Coastal Cruiser,34
1023,2024-11-27,Coastal Cruiser,2
1024,2024-11-28,Gravel Voyager,3
1025,2024-11-28,Trailhawk 700,3
1026,2024-11-28,Metro Commuter,33
1027,2024-11-28,Summit Climber,25
1028,2024-11-29,Trailhawk 700,1
1029,2024-11-29,Metro Commuter,25
1030,2024-11-29,Summit Climber,1
1031,2024-11-29,Trailhawk 700,1
1032,2024-11-30,Trailhawk 700,19
1033,2024-11-30,Summit Climber,1
1034,2024-12-01,Kids Explorer 20,28
1035,2024-12-01,Coastal Cruiser,3
1036,2024-12-01,Metro Commuter,14
1037,2024-12-01,Trailhawk 700,2
1038,2024-12-02,Metro Commuter,1
1039,2024-12-02,Gravel Voyager,1
1040,2024-12-02,Gravel Voyager,1
1041,2024-12-02,Metro Commuter,2
1042,2024-12-03,Summit Climber,5
1043,2024-12-03,Trailhawk 700,2
1044,2024-12-03,Metro Commuter,5
1045,2024-12-03,Gravel Voyager,4
1046,2024-12-04,Gravel Voyager,5
1047,2024-12-05,Coastal Cruiser,1
1048,2024-12-05,Metro Commuter,1
1049,2024-12-05,Gravel Voyager,1
1050,2024-12-06,Gravel Voyager,21
1051,2024-12-06,Coastal Cruiser,5
1052,2024-12-07,Gravel Voyager,5
1053,2024-12-08,Gravel Voyager,5
1054,2024-12-08,Metro Commuter,3
1055,2024-12-08,Metro Commuter,2
1056,2024-12-08,Gravel Voyager,5
1057,2024-12-09,Gravel Voyager,3
1058,2024-12-09,Gravel Voyager,3
1059,2024-12-09,Trailhawk 700,1
1060,2024-12-10,Summit Climber,4
1061,2024-12-10,Kids Explorer 20,27
1062,2024-12-11,Metro Commuter,1
1063,2024-12-11,Kids Explorer 20,1
1064,2024-12-11,Trailhawk 700,1
1065,2024-12-13,Metro Commuter,1
1066,2024-12-14,Trailhawk 700,12
1067,2024-12-14,Gravel Voyager,2
1068,2024-12-15,Metro Commuter,3
1069,2024-12-15,Gravel Voyager,19
1070,2024-12-16,Coastal Cruiser,19
1071,2024-12-16,Coastal Cruiser,3
1072,2024-12-16,Summit Climber,1
1073,2024-12-17,Gravel Voyager,1
1074,2024-12-18,Metro Commuter,41
1075,2024-12-18,Trailhawk 700,4
1076,2024-12-18,Trailhawk 700,1
1077,2024-12-18,Metro Commuter,1
1078,2024-12-20,Coastal Cruiser,1
1079,2024-12-20,Summit Climber,1
1080,2024-12-20,Metro Commuter,2
1081,2024-12-20,Metro Commuter,32
1082,2024-12-21,Kids Explorer 20,3
1083,2024-12-21,Metro Commuter,3
1084,2024-12-21,Coastal Cruiser,2
1085,2024-12-22,Metro Commuter,1
1086,2024-12-22,Trailhawk 700,1
1087,2024-12-22,Trailhawk 700,1
1088,2024-12-22,Trailhawk 700,4
1089,2024-12-23,Summit Climber,1
1090,2024-12-23,Gravel Voyager,3
1091,2024-12-23,Trailhawk 700,2
1092,2024-12-24,Metro Commuter,2
1093,2024-12-24,Metro Commuter,1
1094,2024-12-24,Coastal Cruiser,2
1095,2024-12-24,Kids Explorer 20,1
1096,2024-12-25,Metro Commuter,4
1097,2024-12-26,Summit Climber,2
1098,2024-12-26,Summit Climber,5
1099,2024-12-26,Trailhawk 700,2
1100,2024-12-26,Gravel Voyager,1
1101,2024-12-26,Coastal Cruiser,4
1102,2024-12-26,Summit Climber,1
1103,2024-12-28,Coastal Cruiser,1
1104,2024-12-28,Gravel Voyager,3
1105,2024-12-28,Trailhawk 700,2
1106,2024-12-28,Kids Explorer 20,2
1107,2024-12-29,Gravel Voyager,2
1108,2024-12-29,Trailhawk 700,3
1109,2024-12-29,Trailhawk 700,1
1110,2024-12-29,Trailhawk 700,3
1111,2024-12-30,Summit Climber,1
1112,2024-12-30,Summit Climber,1
1113,2024-12-30,Gravel Voyager,2
1114,2024-12-31,Trailhawk 700,3
1115,2024-12-31,Coastal Cruiser,21
1116,2024-12-31,Coastal Cruiser,4
1117,2024-12-31,Kids Explorer 20,4
1118,2025-01-01,Kids Explorer 20,1
1119,2025-01-01,Trailhawk 700,2
1120,2025-01-01,Trailhawk 700,1
1121,2025-01-02,Kids Explorer 20,2
1122,2025-01-02,Metro Commuter,1
1123,2025-01-02,Summit Climber,3
1124,2025-01-03,Coastal Cruiser,1
1125,2025-01-03,Trailhawk 700,1
1126,2025-01-03,Trailhawk 700,1
1127,2025-01-03,Coastal Cruiser,4
1128,2025-01-03,Metro Commuter,1
1129,2025-01-04,Summit Climber,1
1130,2025-01-05,Summit Climber,1
1131,2025-01-05,Kids Explorer 20,1
1132,2025-01-06,Coastal Cruiser,1
1133,2025-01-08,Trailhawk 700,25
1134,2025-01-08,Trailhawk 700,1
1135,2025-01-08,Gravel Voyager,2
1136,2025-01-08,Summit Climber,1
1137,2025-01-09,Metro Commuter,4
1138,2025-01-09,Kids Explorer 20,2
1139,2025-01-09,Trailhawk 700,3
1140,2025-01-09,Trailhawk 700,47
1141,2025-01-10,Trailhawk 700,5
1142,2025-01-10,Gravel Voyager,1
1143,2025-01-10,Trailhawk 700,1
1144,2025-01-10,Metro Commuter,1
1145,2025-01-11,Summit Climber,2
1146,2025-01-11,Metro Commuter,3
1147,2025-01-11,Summit Climber,2
1148,2025-01-12,Trailhawk 700,23
1149,2025-01-12,Summit Climber,1
1150,2025-01-12,Coastal Cruiser,4
1151,2025-01-13,Metro Commuter,1
1152,2025-01-13,Kids Explorer 20,1
1153,2025-01-14,Gravel Voyager,1
1154,2025-01-14,Trailhawk 700,3
1155,2025-01-15,Summit Climber,3
1156,2025-01-15,Trailhawk 700,2
1157,2025-01-15,Metro Commuter,1
1158,2025-01-15,Metro Commuter,1
1159,2025-01-15,Coastal Cruiser,1
1160,2025-01-16,Coastal Cruiser,1
1161,2025-01-16,Trailhawk 700,5
1162,2025-01-16,Kids Explorer 20,2
1163,2025-01-16,Trailhawk 700,2
1164,2025-01-16,Kids Explorer 20,1
1165,2025-01-17,Gravel Voyager,1
1166,2025-01-17,Trailhawk 700,4
1167,2025-01-18,Metro Commuter,20
1168,2025-01-18,Coastal Cruiser,1
1169,2025-01-18,Summit Climber,1
1170,2025-01-19,Trailhawk 700,1
1171,2025-01-20,Gravel Voyager,2
1172,2025-01-20,Metro Commuter,1
1173,2025-01-20,Coastal Cruiser,29
1174,2025-01-21,Kids Explorer 20,3
1175,2025-01-21,Coastal Cruiser,1
1176,2025-01-21,Gravel Voyager,1
1177,2025-01-21,Coastal Cruiser,1
1178,2025-01-21,Gravel Voyager,1
1179,2025-01-21,Metro Commuter,1
1180,2025-01-21,Coastal Cruiser,1
1181,2025-01-23,Kids Explorer 20,3
1182,2025-01-23,Summit Climber,3
1183,2025-01-23,Trailhawk 700,2
1184,2025-01-23,Coastal Cruiser,2
1185,2025-01-23,Coastal Cruiser,1
1186,2025-01-24,Trailhawk 700,1
1187,2025-01-24,Coastal Cruiser,3
1188,2025-01-24,Coastal Cruiser,3
1189,2025-01-24,Trailhawk 700,5
1190,2025-01-24,Coastal Cruiser,1
1191,2025-01-24,Trailhawk 700,3
1192,2025-01-24,Coastal Cruiser,2
1193,2025-01-25,Metro Commuter,1
1194,2025-01-26,Gravel Voyager,1
1195,2025-01-26,Trailhawk 700,1
1196,2025-01-26,Trailhawk 700,2
1197,2025-01-26,Summit Climber,2
1198,2025-01-27,Gravel Voyager,1
1199,2025-01-28,Coastal Cruiser,5
1200,2025-01-28,Summit Climber,4
1201,2025-01-28,Gravel Voyager,1
1202,2025-01-28,Metro Commuter,1
1203,2025-01-28,Trailhawk 700,4
1204,2025-01-29,Kids Explorer 20,2
1205,2025-01-29,Metro Commuter,1
1206,2025-01-29,Coastal Cruiser,1
1207,2025-01-30,Kids Explorer 20,26
1208,2025-01-30,Trailhawk 700,4
1209,2025-01-30,Metro Commuter,1
1210,2025-01-31,Metro Commuter,2
1211,2025-01-31,Kids Explorer 20,1
1212,2025-01-31,Summit Climber,1
1213,2025-02-01,Summit Climber,1
1214,2025-02-01,Trailhawk 700,1
1215,2025-02-01,Metro Commuter,4
1216,2025-02-02,Trailhawk 700,1
1217,2025-02-02,Summit Climber,1
1218,2025-02-02,Trailhawk 700,48
1219,2025-02-02,Trailhawk 700,5
1220,2025-02-03,Metro Commuter,4
1221,2025-02-04,Trailhawk 700,24
1222,2025-02-04,Kids Explorer 20,4
1223,2025-02-04,Summit Climber,1
1224,2025-02-04,Metro Commuter,1
1225,2025-02-04,Summit Climber,4
1226,2025-02-04,Metro Commuter,2
1227,2025-02-05,Trailhawk 700,3
1228,2025-02-05,Trailhawk 700,2
1229,2025-02-05,Gravel Voyager,4
1230,2025-02-05,Kids Explorer 20,1
1231,2025-02-06,Gravel Voyager,2
1232,2025-02-06,Kids Explorer 20,1
1233,2025-02-06,Gravel Voyager,1
1234,2025-02-06,Trailhawk 700,1
1235,2025-02-07,Metro Commuter,1
1236,2025-02-08,Trailhawk 700,1
1237,2025-02-08,Coastal Cruiser,1
1238,2025-02-08,Kids Explorer 20,2
1239,2025-02-09,Trailhawk 700,1
1240,2025-02-09,Gravel Voyager,2
1241,2025-02-09,Gravel Voyager,1
1242,2025-02-10,Kids Explorer 20,2
1243,2025-02-10,Metro Commuter,1
1244,2025-02-10,Trailhawk 700,1
1245,2025-02-11,Kids Explorer 20,2
1246,2025-02-12,Kids Explorer 20,1
1247,2025-02-12,Trailhawk 700,1
1248,2025-02-12,Summit Climber,1
1249,2025-02-12,Kids Explorer 20,2
1250,2025-02-13,Trailhawk 700,5
1251,2025-02-13,Kids Explorer 20,2
1252,2025-02-13,Summit Climber,23
1253,2025-02-13,Coastal Cruiser,1
1254,2025-02-15,Metro Commuter,1
1255,2025-02-15,Trailhawk 700,1
1256,2025-02-16,Gravel Voyager,3
1257,2025-02-17,Kids Explorer 20,2
1258,2025-02-17,Metro Commuter,1
1259,2025-02-17,Summit Climber,1
1260,2025-02-18,Kids Explorer 20,1
1261,2025-02-19,Gravel Voyager,1
1262,2025-02-19,Metro Commuter,25
1263,2025-02-19,Gravel Voyager,1
1264,2025-02-19,Metro Commuter,4
1265,2025-02-19,Metro Commuter,2
1266,2025-02-20,Metro Commuter,5
1267,2025-02-20,Trailhawk 700,3
1268,2025-02-21,Summit Climber,1
1269,2025-02-21,Kids Explorer 20,4
1270,2025-02-22,Metro Commuter,1
1271,2025-02-22,Trailhawk 700,1
1272,2025-02-22,Gravel Voyager,1
1273,2025-02-22,Coastal Cruiser,20
1274,2025-02-22,Coastal Cruiser,3
1275,2025-02-23,Coastal Cruiser,50
1276,2025-02-23,Kids Explorer 20,1
1277,2025-02-24,Summit Climber,2
1278,2025-02-24,Trailhawk 700,1
1279,2025-02-24,Trailhawk 700,1
1280,2025-02-24,Kids Explorer 20,1
1281,2025-02-25,Trailhawk 700,5
1282,2025-02-25,Summit Climber,4
1283,2025-02-25,Metro Commuter,2
1284,2025-02-25,Trailhawk 700,1
1285,2025-02-26,Coastal Cruiser,1
1286,2025-02-26,Metro Commuter,37
1287,2025-02-27,Gravel Voyager,1
1288,2025-02-28,Trailhawk 700,1
1289,2025-02-28,Coastal Cruiser,2
1290,2025-02-28,Trailhawk 700,1
1291,2025-02-28,Summit Climber,2
1292,2025-02-28,Metro Commuter,1
1293,2025-03-01,Kids Explorer 20,2
1294,2025-03-01,Trailhawk 700,2
1295,2025-03-02,Coastal Cruiser,3
1296,2025-03-03,Coastal Cruiser,3
1297,2025-03-03,Trailhawk 700,3
1298,2025-03-03,Metro Commuter,1
1299,2025-03-03,Coastal Cruiser,2
1300,2025-03-04,Summit Climber,39
1301,2025-03-04,Metro Commuter,1
1302,2025-03-04,Trailhawk 700,2
1303,2025-03-04,Coastal Cruiser,1
1304,2025-03-05,Summit Climber,4
1305,2025-03-06,Coastal Cruiser,1
1306,2025-03-07,Trailhawk 700,5
1307,2025-03-08,Gravel Voyager,1
1308,2025-03-08,Coastal Cruiser,18
1309,2025-03-08,Metro Commuter,1
1310,2025-03-08,Gravel Voyager,2
1311,2025-03-09,Summit Climber,12
1312,2025-03-10,Gravel Voyager,1
1313,2025-03-10,Metro Commuter,1
1314,2025-03-10,Summit Climber,1
1315,2025-03-10,Metro Commuter,1
1316,2025-03-10,Summit Climber,1
1317,2025-03-11,Metro Commuter,1
1318,2025-03-11,Gravel Voyager,5
1319,2025-03-11,Trailhawk 700,1
1320,2025-03-11,Summit Climber,1
1321,2025-03-11,Trailhawk 700,2
1322,2025-03-11,Metro Commuter,1
1323,2025-03-12,Trailhawk 700,1
1324,2025-03-12,Metro Commuter,3
1325,2025-03-13,Kids Explorer 20,1
1326,2025-03-13,Metro Commuter,1
1327,2025-03-13,Summit Climber,2
1328,2025-03-13,Summit Climber,1
1329,2025-03-13,Metro Commuter,1
1330,2025-03-13,Gravel Voyager,1
1331,2025-03-13,Summit Climber,3
1332,2025-03-14,Coastal Cruiser,1
1333,2025-03-14,Trailhawk 700,5
1334,2025-03-14,Trailhawk 700,2
1335,2025-03-14,Coastal Cruiser,2
1336,2025-03-14,Trailhawk 700,3
1337,2025-03-15,Trailhawk 700,1
1338,2025-03-16,Metro Commuter,2
1339,2025-03-16,Coastal Cruiser,1
1340,2025-03-16,Coastal Cruiser,4
1341,2025-03-16,Metro Commuter,2
1342,2025-03-16,Metro Commuter,2
1343,2025-03-17,Trailhawk 700,2
1344,2025-03-17,Kids Explorer 20,2
1345,2025-03-17,Trailhawk 700,1
1346,2025-03-17,Summit Climber,2
1347,2025-03-17,Gravel Voyager,3
1348,2025-03-17,Trailhawk 700,4
1349,2025-03-17,Kids Explorer 20,4
1350,2025-03-18,Metro Commuter,3
1351,2025-03-18,Coastal Cruiser,4
1352,2025-03-18,Coastal Cruiser,2
1353,2025-03-18,Coastal Cruiser,1
1354,2025-03-18,Coastal Cruiser,1
1355,2025-03-19,Metro Commuter,2
1356,2025-03-19,Gravel Voyager,1
1357,2025-03-19,Trailhawk 700,36
1358,2025-03-19,Kids Explorer 20,2
1359,2025-03-19,Kids Explorer 20,1
1360,2025-03-19,Summit Climber,2
1361,2025-03-20,Kids Explorer 20,3
1362,2025-03-21,Coastal Cruiser,1
1363,2025-03-21,Summit Climber,2
1364,2025-03-21,Summit Climber,1
1365,2025-03-22,Metro Commuter,1
1366,2025-03-23,Gravel Voyager,1
1367,2025-03-23,Coastal Cruiser,49
1368,2025-03-24,Summit Climber,5
1369,2025-03-24,Coastal Cruiser,4
1370,2025-03-24,Coastal Cruiser,1
1371,2025-03-24,Trailhawk 700,5
1372,2025-03-25,Trailhawk 700,1
1373,2025-03-25,Kids Explorer 20,1
1374,2025-03-25,Metro Commuter,1
1375,2025-03-25,Kids Explorer 20,1
1376,2025-03-25,Trailhawk 700,2
1377,2025-03-26,Summit Climber,1
1378,2025-03-26,Summit Climber,3
1379,2025-03-27,Kids Explorer 20,2
1380,2025-03-27,Kids Explorer 20,1
1381,2025-03-28,Metro Commuter,4
1382,2025-03-28,Kids Explorer 20,1
1383,2025-03-28,Trailhawk 700,2
1384,2025-03-29,Metro Commuter,1
1385,2025-03-30,Kids Explorer 20,2
1386,2025-03-30,Metro Commuter,1
1387,2025-03-30,Trailhawk 700,3
